Dates,TRI,Rm
18-11-2004,2024.3451,0.180026073
19-11-2004,2003.2676,-1.04120093
22-11-2004,2004.3375,0.053407742
23-11-2004,2024.9335,1.027571454
24-11-2004,2037.1841,0.604987769
25-11-2004,2033.9744,-0.157555716
29-11-2004,2075.2733,2.030453284
30-11-2004,2095.7623,0.98729165
01-12-2004,2099.2396,0.165920534
02-12-2004,2138.7732,1.883234291
03-12-2004,2135.7774,-0.140070953
06-12-2004,2132.6501,-0.146424435
07-12-2004,2132.1686,-0.022577543
08-12-2004,2116.6826,-0.726302789
09-12-2004,2129.5243,0.606689921
10-12-2004,2107.252,-1.045881468
13-12-2004,2124.75,0.830370549
14-12-2004,2148.1247,1.100115308
15-12-2004,2171.5669,1.09128674
16-12-2004,2176.3838,0.22181679
17-12-2004,2153.7979,-1.037771922
20-12-2004,2169.5866,0.733063209
21-12-2004,2188.6402,0.878213389
22-12-2004,2178.6852,-0.454848632
23-12-2004,2189.1754,0.481492232
24-12-2004,2208.5428,0.884689276
27-12-2004,2209.2706,0.032953855
28-12-2004,2225.6842,0.742942037
29-12-2004,2223.8038,-0.08448638
30-12-2004,2213.2736,-0.47352199
31-12-2004,2235.516,1.004954833
03-01-2005,2272.5865,1.658252502
04-01-2005,2260.4983,-0.531913747
05-01-2005,2183.6172,-3.401068694
06-01-2005,2147.245,-1.665685726
07-01-2005,2165.6729,0.858211336
10-01-2005,2129.6768,-1.662120812
11-01-2005,2097.4953,-1.511097834
12-01-2005,2056.1804,-1.96972551
13-01-2005,2100.1816,2.139948421
14-01-2005,2074.9843,-1.199767677
17-01-2005,2076.9184,0.093210344
18-01-2005,2078.1541,0.059496801
19-01-2005,2070.2028,-0.38261359
20-01-2005,2068.7522,-0.07007043
24-01-2005,2051.2377,-0.846621456
25-01-2005,2075.7902,1.196960255
27-01-2005,2100.7156,1.200766821
28-01-2005,2157.9883,2.726342395
31-01-2005,2212.4975,2.525926577
01-02-2005,2215.2117,0.122675845
02-02-2005,2207.0385,-0.368957965
03-02-2005,2236.29,1.325373345
04-02-2005,2234.6769,-0.072132863
07-02-2005,2210.4229,-1.085347058
08-02-2005,2210.4767,0.002433923
09-02-2005,2226.449,0.722572647
10-02-2005,2219.2964,-0.321255955
11-02-2005,2239.4098,0.906296248
14-02-2005,2256.8342,0.77808001
15-02-2005,2247.9068,-0.395571815
16-02-2005,2225.1583,-1.011985906
17-02-2005,2217.7368,-0.333526833
18-02-2005,2210.9069,-0.307967113
21-02-2005,2197.9359,-0.586682325
22-02-2005,2214.287,0.743929793
23-02-2005,2212.8886,-0.063153512
24-02-2005,2210.9523,-0.087501016
25-02-2005,2217.1608,0.280806601
28-02-2005,2262.7218,2.05492538
01-03-2005,2242.4426,-0.896230372
02-03-2005,2251.9636,0.424581659
03-03-2005,2290.2628,1.700702445
04-03-2005,2311.0262,0.906594649
07-03-2005,2323.8823,0.556293996
08-03-2005,2333.4033,0.409702333
09-03-2005,2324.6353,-0.375760161
10-03-2005,2331.7358,0.305445762
11-03-2005,2317.3197,-0.618256151
14-03-2005,2309.0897,-0.355151687
15-03-2005,2290.3704,-0.810678771
16-03-2005,2287.1982,-0.138501615
17-03-2005,2258.091,-1.272613803
18-03-2005,2269.551,0.507508333
21-03-2005,2256.0465,-0.59502959
22-03-2005,2218.3848,-1.669367187
23-03-2005,2180.5078,-1.70741343
24-03-2005,2168.6713,-0.542832271
28-03-2005,2183.7898,0.697131926
29-03-2005,2134.7219,-2.246914973
30-03-2005,2145.321,0.496509639
31-03-2005,2190.4613,2.104128007
01-04-2005,2224.8949,1.571979382
04-04-2005,2220.3217,-0.205546788
05-04-2005,2208.6465,-0.525833711
06-04-2005,2226.6704,0.816060877
07-04-2005,2208.9693,-0.794958248
08-04-2005,2185.6728,-1.054632131
11-04-2005,2160.9237,-1.132333257
12-04-2005,2178.9475,0.834078501
13-04-2005,2179.4856,0.024695409
15-04-2005,2105.0767,-3.414057886
18-04-2005,2074.4093,-1.456830528
19-04-2005,2054.61,-0.954454842
20-04-2005,2076.4538,1.063160405
21-04-2005,2096.7373,0.976833677
22-04-2005,2116.9671,0.964822823
25-04-2005,2120.8408,0.182983477
26-04-2005,2105.9375,-0.702707153
27-04-2005,2082.5873,-1.108779344
28-04-2005,2088.936,0.304846764
29-04-2005,2047.4608,-1.985470115
02-05-2005,2062.8439,0.75132574
03-05-2005,2067.095,0.206079578
04-05-2005,2090.6642,1.140208844
05-05-2005,2113.1914,1.077514026
06-05-2005,2128.4755,0.723270973
09-05-2005,2153.5006,1.175728826
10-05-2005,2146.5581,-0.322382079
11-05-2005,2137.6394,-0.415488404
12-05-2005,2148.0759,0.48822547
13-05-2005,2142.8489,-0.243334046
16-05-2005,2169.0378,1.222153368
17-05-2005,2145.5433,-1.083176144
18-05-2005,2136.8675,-0.40436378
19-05-2005,2145.5971,0.408523224
20-05-2005,2147.2676,0.077857115
23-05-2005,2170.4388,1.079101645
24-05-2005,2186.2814,0.729926133
25-05-2005,2202.7168,0.751751353
26-05-2005,2236.264,1.522991971
27-05-2005,2238.0964,0.081940236
30-05-2005,2233.8452,-0.189947135
31-05-2005,2250.1754,0.731035436
01-06-2005,2250.5796,0.017963044
02-06-2005,2225.8912,-1.09697964
03-06-2005,2257.8028,1.433654978
04-06-2005,2255.7544,-0.090725372
06-06-2005,2256.2396,0.021509434
07-06-2005,2265.478,0.409460059
08-06-2005,2280.8644,0.679167928
09-06-2005,2270.9307,-0.43552348
10-06-2005,2257.3259,-0.599084772
13-06-2005,2270.4448,0.581169959
14-06-2005,2280.8104,0.456544903
15-06-2005,2298.4104,0.771655548
16-06-2005,2293.7694,-0.201922163
17-06-2005,2294.9756,0.052585931
20-06-2005,2317.6184,0.986624869
21-06-2005,2345.3409,1.196163268
22-06-2005,2364.0929,0.799542617
23-06-2005,2361.353,-0.115896461
24-06-2005,2372.7065,0.480804861
27-06-2005,2378.5995,0.248366159
28-06-2005,2346.2151,-1.361490238
29-06-2005,2374.143,1.190338431
30-06-2005,2405.5036,1.32092296
01-07-2005,2396.0792,-0.391784905
04-07-2005,2416.3904,0.847684834
05-07-2005,2394.8334,-0.892115777
06-07-2005,2414.2943,0.812620201
07-07-2005,2361.5079,-2.18641116
08-07-2005,2379.7117,0.770854927
11-07-2005,2404.2543,1.03132661
12-07-2005,2406.7136,0.102289512
13-07-2005,2388.5614,-0.754231829
14-07-2005,2368.2476,-0.850461705
15-07-2005,2397.9984,1.25623689
18-07-2005,2423.0408,1.044304283
19-07-2005,2426.62,0.147715218
20-07-2005,2432.5421,0.244047276
21-07-2005,2420.3041,-0.503095095
22-07-2005,2458.3909,1.573636966
25-07-2005,2486.7662,1.154222463
26-07-2005,2499.1362,0.497433172
27-07-2005,2516.4435,0.692531283
29-07-2005,2509.1167,-0.291156944
01-08-2005,2515.3562,0.248673169
02-08-2005,2553.9863,1.53577056
03-08-2005,2557.6215,0.142334358
04-08-2005,2570.8005,0.515283438
05-08-2005,2563.6346,-0.278741972
08-08-2005,2524.954,-1.508818768
09-08-2005,2518.7622,-0.245224269
10-08-2005,2563.7886,1.787639976
11-08-2005,2588.1382,0.949750693
12-08-2005,2567.6389,-0.792048122
16-08-2005,2576.6089,0.349348189
17-08-2005,2613.0573,1.414587988
18-08-2005,2597.4074,-0.598911474
19-08-2005,2592.2134,-0.19996863
22-08-2005,2575.247,-0.654514015
23-08-2005,2529.8402,-1.763201743
24-08-2005,2525.9248,-0.154768669
25-08-2005,2560.9161,1.385286688
26-08-2005,2563.6352,0.106176848
29-08-2005,2542.5349,-0.823061721
30-08-2005,2575.6697,1.303219083
31-08-2005,2594.0538,0.713759998
01-09-2005,2623.6236,1.139906967
02-09-2005,2635.3731,0.447834819
05-09-2005,2643.173,0.295969478
06-09-2005,2649.6473,0.244944239
08-09-2005,2677.795,1.062318747
09-09-2005,2678.886,0.040742477
12-09-2005,2710.1976,1.168829133
13-09-2005,2727.8717,0.652133261
14-09-2005,2720.4065,-0.273663897
15-09-2005,2754.7874,1.263814801
16-09-2005,2785.982,1.132377765
19-09-2005,2802.2442,0.583715186
20-09-2005,2814.2386,0.428028364
21-09-2005,2802.5581,-0.415050096
22-09-2005,2703.4375,-3.536790192
23-09-2005,2705.1021,0.06157346
26-09-2005,2792.006,3.212592235
27-09-2005,2811.1118,0.684303687
28-09-2005,2836.4405,0.901020728
29-09-2005,2850.7972,0.506151989
30-09-2005,2840.0979,-0.375309054
03-10-2005,2871.3768,1.101331753
04-10-2005,2907.7323,1.266134769
05-10-2005,2887.0435,-0.711509791
06-10-2005,2815.8063,-2.467479274
07-10-2005,2810.2384,-0.197737323
10-10-2005,2802.3777,-0.279716482
11-10-2005,2827.1606,0.884352598
13-10-2005,2770.1163,-2.017724073
14-10-2005,2712.3623,-2.084894414
17-10-2005,2713.5899,0.04525944
18-10-2005,2695.4156,-0.669751166
19-10-2005,2634.5334,-2.258731455
20-10-2005,2615.9684,-0.704678863
21-10-2005,2668.7148,2.01632405
24-10-2005,2615.3132,-2.001023114
25-10-2005,2640.8127,0.975007506
26-10-2005,2630.2198,-0.40112273
27-10-2005,2569.5014,-2.30849148
28-10-2005,2529.3587,-1.562275856
31-10-2005,2589.9757,2.396536324
01-11-2005,2607.2352,0.666396214
02-11-2005,2642.5191,1.353307135
07-11-2005,2688.9998,1.758954174
08-11-2005,2722.9182,1.26137607
09-11-2005,2719.0402,-0.142420731
10-11-2005,2731.7118,0.466032095
11-11-2005,2784.0914,1.917464353
14-11-2005,2795.0698,0.394326135
16-11-2005,2821.3415,0.939930015
17-11-2005,2844.4999,0.820829382
18-11-2005,2862.0872,0.618291461
21-11-2005,2842.916,-0.669832841
22-11-2005,2810.5269,-1.139291488
23-11-2005,2849.5795,1.389511696
24-11-2005,2878.4183,1.012037039
25-11-2005,2910.425,1.111954437
26-11-2005,2931.344,0.718761006
28-11-2005,2962.5315,1.063931766
29-11-2005,2947.7843,-0.497790488
30-11-2005,2897.4765,-1.706630977
01-12-2005,2948.4944,1.760770105
02-12-2005,2947.4019,-0.037052809
05-12-2005,2906.4893,-1.388090304
06-12-2005,2908.7515,0.077832731
07-12-2005,2942.2935,1.153140789
08-12-2005,2957.2617,0.508725591
09-12-2005,3011.6171,1.838031446
12-12-2005,3033.1954,0.716502108
13-12-2005,3072.6372,1.300338251
14-12-2005,3064.1698,-0.27557435
15-12-2005,3035.7629,-0.92706677
16-12-2005,3070.2882,1.137285787
19-12-2005,3105.7421,1.15474176
20-12-2005,3087.8239,-0.576937795
21-12-2005,3084.2184,-0.116765078
22-12-2005,3097.9378,0.444825827
23-12-2005,3064.7212,-1.072216492
26-12-2005,3004.3522,-1.969803974
27-12-2005,3074.1013,2.321601975
28-12-2005,3061.1186,-0.422325055
29-12-2005,3091.6854,0.998550007
30-12-2005,3107.681,0.517374763
02-01-2006,3107.0236,-0.021154037
03-01-2006,3158.9543,1.671397024
04-01-2006,3182.0164,0.730054879
05-01-2006,3177.0315,-0.156658526
06-01-2006,3192.534,0.487955502
09-01-2006,3188.2612,-0.133837259
10-01-2006,3145.2047,-1.350469654
12-01-2006,3123.1835,-0.700151567
13-01-2006,3123.0191,-0.00526386
16-01-2006,3105.0701,-0.574732316
17-01-2006,3100.6861,-0.141188439
18-01-2006,3079.2147,-0.692472547
19-01-2006,3146.7904,2.194575779
20-01-2006,3179.7835,1.048468306
23-01-2006,3161.2591,-0.582567964
24-01-2006,3187.8139,0.840007072
25-01-2006,3223.58,1.121963236
27-01-2006,3270.0642,1.442005472
30-01-2006,3261.0195,-0.2765909
31-01-2006,3290.1818,0.894269415
01-02-2006,3259.0007,-0.947701431
02-02-2006,3254.5041,-0.137974809
03-02-2006,3225.0568,-0.904816805
06-02-2006,3290.6963,2.035297487
07-02-2006,3312.2472,0.654903948
08-02-2006,3300.0186,-0.369193459
10-02-2006,3320.4178,0.618154092
13-02-2006,3335.8985,0.466227473
14-02-2006,3310.0111,-0.77602481
15-02-2006,3315.1118,0.154099181
16-02-2006,3314.4537,-0.019851518
17-02-2006,3270.4672,-1.327111614
20-02-2006,3298.0207,0.842494308
21-02-2006,3330.5527,0.986409818
22-02-2006,3347.3398,0.50403346
23-02-2006,3359.7382,0.37039562
24-02-2006,3346.5169,-0.393521733
27-02-2006,3365.6082,0.570482701
28-02-2006,3373.5629,0.236352526
01-03-2006,3426.6674,1.574136946
02-03-2006,3456.9502,0.88373911
03-03-2006,3453.2746,-0.106324933
06-03-2006,3500.509,1.367814769
07-03-2006,3492.1703,-0.238213928
08-03-2006,3419.6454,-2.076785889
09-03-2006,3433.2506,0.397854117
10-03-2006,3493.3772,1.751302395
13-03-2006,3513.9497,0.588900048
14-03-2006,3505.9402,-0.227934395
16-03-2006,3540.2277,0.977983024
17-03-2006,3548.4018,0.230891928
20-03-2006,3583.0734,0.977104679
21-03-2006,3579.3978,-0.102582325
22-03-2006,3555.5849,-0.665276712
23-03-2006,3563.2664,0.216040404
24-03-2006,3599.6537,1.021178209
27-03-2006,3645.585,1.275992188
28-03-2006,3649.2617,0.100853498
29-03-2006,3681.657,0.887722029
30-03-2006,3752.7283,1.930416114
31-03-2006,3734.7273,-0.479677679
03-04-2006,3812.3843,2.079321829
04-04-2006,3823.1959,0.283591557
05-04-2006,3853.655,0.796692108
07-04-2006,3792.0782,-1.597880454
10-04-2006,3818.0371,0.684556031
12-04-2006,3709.9758,-2.830284179
13-04-2006,3672.1077,-1.020710162
17-04-2006,3759.5336,2.3808098
18-04-2006,3861.5579,2.713748854
19-04-2006,3881.0408,0.504534711
20-04-2006,3922.3664,1.064807152
21-04-2006,3921.8725,-0.012591888
24-04-2006,3895.3648,-0.675893977
25-04-2006,3800.9978,-2.422545894
26-04-2006,3903.1949,2.688691375
27-04-2006,3850.8888,-1.340084247
28-04-2006,3852.4603,0.040808761
29-04-2006,3906.5409,1.40379383
02-05-2006,3959.0842,1.345008317
03-05-2006,3990.709,0.798790791
04-05-2006,4006.5658,0.397342928
05-05-2006,4023.6424,0.426215389
08-05-2006,4055.709,0.796954521
09-05-2006,4085.7988,0.741912203
10-05-2006,4122.8072,0.905781264
11-05-2006,4064.7894,-1.407240193
12-05-2006,4008.857,-1.376022089
15-05-2006,3847.2968,-4.030081392
16-05-2006,3869.6473,0.580940363
17-05-2006,3992.4374,3.173159993
18-05-2006,3722.3574,-6.76478985
19-05-2006,3566.385,-4.190151112
22-05-2006,3384.5454,-5.098709197
23-05-2006,3514.1563,3.829492138
24-05-2006,3422.1106,-2.619283041
25-05-2006,3493.0495,2.072957548
26-05-2006,3529.8134,1.052487232
29-05-2006,3535.6422,0.165130542
30-05-2006,3503.0891,-0.920712509
31-05-2006,3377.4407,-3.586788586
01-06-2006,3261.3427,-3.437454875
02-06-2006,3403.4777,4.358174319
05-06-2006,3321.2354,-2.416419535
06-06-2006,3233.8735,-2.630403735
07-06-2006,3149.2642,-2.616345383
08-06-2006,2999.4224,-4.757993947
09-06-2006,3155.7048,5.210416512
12-06-2006,3057.2232,-3.120748176
13-06-2006,2932.2083,-4.089164965
14-06-2006,2898.6288,-1.145194903
15-06-2006,3081.9177,6.323296726
16-06-2006,3183.2394,3.287618615
19-06-2006,3214.2222,0.973310396
20-06-2006,3152.9548,-1.906134554
21-06-2006,3221.5755,2.176393395
22-06-2006,3300.5916,2.45271607
23-06-2006,3354.6107,1.636649018
25-06-2006,3362.9898,0.249778611
26-06-2006,3244.9108,-3.511131672
27-06-2006,3288.1844,1.333583654
28-06-2006,3286.696,-0.045265101
29-06-2006,3308.3646,0.659282148
30-06-2006,3453.311,4.381209979
03-07-2006,3478.4254,0.727255669
04-07-2006,3464.847,-0.390360535
05-07-2006,3529.3717,1.862266934
06-07-2006,3486.3583,-1.218726835
07-07-2006,3397.8652,-2.53826751
10-07-2006,3473.2406,2.218316371
11-07-2006,3444.6654,-0.822724461
12-07-2006,3532.8229,2.559247119
13-07-2006,3503.4186,-0.832317408
14-07-2006,3453.2145,-1.433003182
17-07-2006,3325.1846,-3.707557118
18-07-2006,3309.8165,-0.462172837
19-07-2006,3242.4847,-2.034306131
20-07-2006,3342.3215,3.079021468
21-07-2006,3256.1846,-2.577157823
24-07-2006,3301.351,1.387095805
25-07-2006,3361.7756,1.830299171
26-07-2006,3438.7852,2.290741833
27-07-2006,3489.6458,1.479028117
28-07-2006,3462.6876,-0.772519664
31-07-2006,3476.4021,0.396065184
01-08-2006,3481.4897,0.146346707
02-08-2006,3519.4257,1.089648492
03-08-2006,3528.1632,0.248264937
04-08-2006,3513.5086,-0.415360605
07-08-2006,3485.1395,-0.80742936
08-08-2006,3554.4688,1.989283356
09-08-2006,3601.5869,1.325601733
10-08-2006,3608.3905,0.188905618
11-08-2006,3624.8376,0.455801555
14-08-2006,3669.3664,1.228435724
16-08-2006,3716.9349,1.296368223
17-08-2006,3714.5537,-0.064063538
18-08-2006,3718.3063,0.10102425
21-08-2006,3728.5526,0.275563635
22-08-2006,3727.0018,-0.041592547
23-08-2006,3695.3341,-0.849682981
24-08-2006,3733.6633,1.03723233
25-08-2006,3750.8893,0.461369937
28-08-2006,3767.6722,0.447437892
29-08-2006,3794.9236,0.723295408
30-08-2006,3800.0747,0.135736593
31-08-2006,3781.8517,-0.479543205
01-09-2006,3805.8356,0.634184043
04-09-2006,3851.699,1.205080955
05-09-2006,3848.2648,-0.089160654
06-09-2006,3858.8519,0.275113604
07-09-2006,3833.7786,-0.649760619
08-09-2006,3852.5339,0.489211871
11-09-2006,3735.6744,-3.033315294
12-09-2006,3762.0316,0.705553996
13-09-2006,3833.7786,1.907134432
14-09-2006,3852.7003,0.493552236
15-09-2006,3860.4688,0.201637797
18-09-2006,3876.3155,0.410486416
19-09-2006,3837.0279,-1.013529471
20-09-2006,3887.4691,1.314590389
21-09-2006,3943.2375,1.434568316
22-09-2006,3933.6889,-0.242151278
25-09-2006,3910.8241,-0.58125593
26-09-2006,3964.4343,1.370815936
27-09-2006,3972.8144,0.211381987
28-09-2006,3964.4343,-0.210936106
29-09-2006,3982.9148,0.466157303
03-10-2006,3962.0479,-0.523910278
04-10-2006,3901.8336,-1.519777184
05-10-2006,3956.8312,1.409532175
06-10-2006,3962.1589,0.134645622
09-10-2006,3959.3286,-0.071433278
10-10-2006,3963.6573,0.109329142
11-10-2006,3949.7831,-0.350035307
12-10-2006,4019.1544,1.756331886
13-10-2006,4080.2012,1.518896612
16-10-2006,4133.3674,1.30302888
17-10-2006,4123.4335,-0.24033431
18-10-2006,4118.6052,-0.117094164
19-10-2006,4082.7635,-0.870238789
20-10-2006,4081.9988,-0.018729961
21-10-2006,4089.3815,0.180859926
23-10-2006,4060.9521,-0.695200484
26-10-2006,4083.4371,0.55368789
27-10-2006,4152.0579,1.680466683
30-10-2006,4185.0913,0.795591025
31-10-2006,4157.3321,-0.6632878
01-11-2006,4182.8151,0.612965224
02-11-2006,4210.2957,0.656988161
03-11-2006,4226.1385,0.37628711
06-11-2006,4230.4697,0.102485993
07-11-2006,4218.8086,-0.275645515
08-11-2006,4194.9867,-0.564659416
09-11-2006,4216.3452,0.50914345
10-11-2006,4258.9374,1.010168712
13-11-2006,4285.5922,0.625855642
14-11-2006,4293.5331,0.185292945
15-11-2006,4305.2515,0.2729314
16-11-2006,4305.8624,0.014189647
17-11-2006,4279.151,-0.620349596
20-11-2006,4282.8717,0.086949491
21-11-2006,4351.8437,1.610414806
22-11-2006,4392.3828,0.931538511
23-11-2006,4382.0537,-0.235159376
24-11-2006,4388.0512,0.13686505
27-11-2006,4408.0986,0.456863402
28-11-2006,4355.731,-1.187986131
29-11-2006,4362.8948,0.164468375
30-11-2006,4392.1051,0.669516487
01-12-2006,4439.9746,1.089898782
04-12-2006,4444.0408,0.091581605
05-12-2006,4460.4241,0.368657731
06-12-2006,4460.6463,0.004981589
07-12-2006,4459.9798,-0.014941781
08-12-2006,4400.7223,-1.328649515
11-12-2006,4275.7649,-2.839474783
12-12-2006,4128.4817,-3.44460473
13-12-2006,4182.1301,1.299470457
14-12-2006,4268.6006,2.067618604
15-12-2006,4319.25,1.186557487
18-12-2006,4363.887,1.033443306
19-12-2006,4256.4212,-2.46261647
20-12-2006,4238.1493,-0.429278475
21-12-2006,4258.0874,0.470443549
22-12-2006,4299.9074,0.982131085
26-12-2006,4376.9384,1.791457183
27-12-2006,4424.5061,1.086780202
28-12-2006,4420.3869,-0.093099657
29-12-2006,4415.7667,-0.104520263
02-01-2007,4461.555,1.036927517
03-01-2007,4480.0919,0.415480701
04-01-2007,4440.8471,-0.875982031
05-01-2007,4434.8351,-0.135379577
08-01-2007,4379.1686,-1.255210143
09-01-2007,4354.6754,-0.559311647
10-01-2007,4286.651,-1.562100358
11-01-2007,4389.0216,2.388125369
12-01-2007,4511.7104,2.795356487
15-01-2007,4541.0863,0.651103404
16-01-2007,4543.4246,0.051492085
17-01-2007,4538.9151,-0.099253325
18-01-2007,4575.2135,0.799715333
19-01-2007,4554.4596,-0.45361599
22-01-2007,4568.812,0.315128495
23-01-2007,4528.3298,-0.886055281
24-01-2007,4554.8353,0.585326184
25-01-2007,4619.206,1.413238806
29-01-2007,4593.3129,-0.560553047
31-01-2007,4546.8168,-1.012256317
01-02-2007,4608.9876,1.367347811
02-02-2007,4660.5675,1.119115617
05-02-2007,4696.0495,0.761323594
06-02-2007,4674.8851,-0.450685198
07-02-2007,4706.4714,0.675659387
08-02-2007,4705.5243,-0.020123356
09-02-2007,4665.4147,-0.852393855
12-02-2007,4521.5773,-3.083057118
13-02-2007,4506.9409,-0.3237012
14-02-2007,4510.0641,0.069297558
15-02-2007,4620.5005,2.448665863
19-02-2007,4641.3718,0.451710805
20-02-2007,4577.1769,-1.383101867
21-02-2007,4565.4671,-0.255830182
22-02-2007,4502.8287,-1.372004192
23-02-2007,4390.2023,-2.501236612
26-02-2007,4393.6017,0.077431512
27-02-2007,4339.9913,-1.220192536
28-02-2007,4174.3674,-3.816226544
01-03-2007,4247.817,1.759538463
02-03-2007,4153.6923,-2.215836982
05-03-2007,3986.2294,-4.031663588
06-03-2007,4074.447,2.213058787
07-03-2007,4042.4595,-0.785075864
08-03-2007,4192.7066,3.716724929
09-03-2007,4144.5267,-1.149135978
12-03-2007,4163.031,0.446475589
13-03-2007,4203.1052,0.962620744
14-03-2007,4060.0185,-3.404309271
15-03-2007,4063.6592,0.089672005
16-03-2007,4025.4746,-0.939660491
19-03-2007,4103.9527,1.949536584
20-03-2007,4124.8132,0.508302642
21-03-2007,4203.326,1.903426802
22-03-2007,4327.8705,2.962998825
23-03-2007,4311.7003,-0.373629479
26-03-2007,4267.4164,-1.0270635
28-03-2007,4202.3634,-1.52441182
29-03-2007,4243.7043,0.983753571
30-03-2007,4269.9056,0.61741578
02-04-2007,4059.9047,-4.918162594
03-04-2007,4123.648,1.570068874
04-04-2007,4171.734,1.166103411
05-04-2007,4192.6863,0.50224439
09-04-2007,4294.9333,2.438699027
10-04-2007,4300.1294,0.120982088
11-04-2007,4316.3325,0.37680494
12-04-2007,4279.68,-0.8491584
13-04-2007,4377.4572,2.284684836
16-04-2007,4484.7328,2.450637324
17-04-2007,4452.9971,-0.707638591
18-04-2007,4482.7772,0.668765313
19-04-2007,4467.1888,-0.34773979
20-04-2007,4564.6211,2.181065192
23-04-2007,4566.6402,0.044233682
24-04-2007,4630.0238,1.387970088
25-04-2007,4658.5297,0.615675021
26-04-2007,4670.3233,0.253161421
27-04-2007,4564.8516,-2.258338304
30-04-2007,4569.7702,0.107749395
03-05-2007,4640.1406,1.539911132
04-05-2007,4602.6917,-0.807063907
07-05-2007,4595.7609,-0.150581452
08-05-2007,4557.5854,-0.83066767
09-05-2007,4560.1565,0.056413644
10-05-2007,4546.183,-0.306425887
11-05-2007,4557.1941,0.242205384
14-05-2007,4621.7321,1.416178433
15-05-2007,4606.0815,-0.338630619
16-05-2007,4662.7031,1.229279161
17-05-2007,4717.5198,1.175642086
18-05-2007,4711.8739,-0.119679413
21-05-2007,4763.7498,1.100961127
22-05-2007,4782.9796,0.403669395
23-05-2007,4747.3149,-0.745658627
24-05-2007,4701.1409,-0.972634025
25-05-2007,4749.4951,1.028563088
28-05-2007,4758.8864,0.197732597
29-05-2007,4799.9175,0.86219961
30-05-2007,4751.1721,-1.015546621
31-05-2007,4802.7685,1.085972028
01-06-2007,4805.4241,0.055293109
04-06-2007,4771.8749,-0.69815274
05-06-2007,4791.5571,0.412462615
06-06-2007,4695.7436,-1.999631811
07-06-2007,4675.1837,-0.437841197
08-06-2007,4638.6474,-0.781494426
11-06-2007,4639.3189,0.014476203
12-06-2007,4651.2747,0.257705932
13-06-2007,4605.6979,-0.979877624
14-06-2007,4671.4294,1.427177844
15-06-2007,4673.9072,0.053041581
18-06-2007,4646.6242,-0.583730032
19-06-2007,4721.9185,1.62040864
20-06-2007,4760.406,0.815081836
21-06-2007,4781.4145,0.4413174
22-06-2007,4764.2156,-0.35970318
25-06-2007,4772.4509,0.172857416
26-06-2007,4801.9188,0.617458422
27-06-2007,4777.5489,-0.507503376
28-06-2007,4799.2377,0.453973375
29-06-2007,4839.9225,0.847734631
02-07-2007,4834.8229,-0.105365324
03-07-2007,4883.9137,1.015358805
04-07-2007,4885.8751,0.040160415
05-07-2007,4880.316,-0.113779003
06-07-2007,4915.0889,0.712513288
09-07-2007,4953.8169,0.787940987
10-07-2007,4939.5878,-0.287235081
11-07-2007,4918.3991,-0.428956845
12-07-2007,4984.5436,1.344837998
13-07-2007,5050.2931,1.319067607
16-07-2007,5061.34,0.2187378
17-07-2007,5044.5935,-0.330870876
18-07-2007,5047.7346,0.062266662
19-07-2007,5117.9051,1.390138459
20-07-2007,5122.3363,0.086582301
23-07-2007,5182.1299,1.167311096
24-07-2007,5183.7005,0.030308001
25-07-2007,5147.7458,-0.693610674
26-07-2007,5182.6348,0.677752969
27-07-2007,4987.3954,-3.767184213
30-07-2007,4981.6173,-0.115854059
31-07-2007,5081.2485,1.999976995
01-08-2007,4875.9274,-4.040760848
02-08-2007,4888.1117,0.249886822
03-08-2007,4939.6471,1.054300784
06-08-2007,4870.0114,-1.409730262
07-08-2007,4890.346,0.417547277
08-08-2007,5010.8668,2.46446366
09-08-2007,4944.7231,-1.320005154
10-08-2007,4866.2827,-1.586345654
13-08-2007,4911.5389,0.929995292
14-08-2007,4907.7869,-0.076391536
16-08-2007,4692.9814,-4.376830216
17-08-2007,4614.6223,-1.669708301
20-08-2007,4728.0769,2.458589081
21-08-2007,4577.3845,-3.187181664
22-08-2007,4665.5633,1.92640142
23-08-2007,4623.0093,-0.912087079
24-08-2007,4707.494,1.827482804
27-08-2007,4833.8278,2.683674159
28-08-2007,4854.1625,0.420674895
29-08-2007,4897.5284,0.893375531
30-08-2007,4957.7038,1.228689149
31-08-2007,5015.7944,1.171723894
03-09-2007,5027.8732,0.240815293
04-09-2007,5033.7071,0.116031168
05-09-2007,5029.8862,-0.075906284
06-09-2007,5077.928,0.955126977
07-09-2007,5067.7015,-0.201391197
10-09-2007,5071.8274,0.081415608
11-09-2007,5059.6762,-0.239582285
12-09-2007,5059.4512,-0.004446925
13-09-2007,5095.5672,0.713832362
14-09-2007,5083.5941,-0.234970898
17-09-2007,5057.321,-0.516821357
18-09-2007,5115.3244,1.146919486
19-09-2007,5324.9136,4.097280712
20-09-2007,5342.0168,0.321192066
21-09-2007,5443.2862,1.895714742
24-09-2007,5549.7879,1.956569912
25-09-2007,5557.2706,0.134828576
26-09-2007,5559.1272,0.033408487
27-09-2007,5626.6964,1.215464183
28-09-2007,5650.1008,0.415952778
01-10-2007,5703.6611,0.947952999
03-10-2007,5863.2729,2.798409604
04-10-2007,5860.8537,-0.041260232
05-10-2007,5835.1988,-0.437733158
08-10-2007,5721.8333,-1.942787279
09-10-2007,5994.3043,4.761952782
